iter	Logloss
226	0.3318570605
227	0.3317551863
228	0.331581042
229	0.3314319986
230	0.3313360817
231	0.3312381522
232	0.3311415556
233	0.3310949224
234	0.3309827966
235	0.3308916902
236	0.3307214491
237	0.330611609
238	0.330486682
239	0.330393973
240	0.3302598559
241	0.330140672
242	0.3300428873
243	0.3299249649
244	0.3298201896
245	0.3297517651
246	0.3296318576
247	0.3295245106
248	0.3294017108
249	0.3292782987
250	0.3291677626
251	0.329084965
252	0.3290042783
253	0.3288883462
254	0.3287684106
255	0.3286799649
256	0.3285515731
257	0.3284612246
258	0.3283703146
259	0.3283110771
260	0.3281596846
261	0.3280367237
262	0.3278963772
263	0.3277674398
264	0.3276817954
265	0.3276029405
266	0.3274973214
267	0.3274014616
268	0.3272996472
269	0.3272247594
270	0.3270422605
271	0.3269478423
272	0.3268459902
273	0.3267212047
274	0.3266221693
275	0.326562598
276	0.3264581599
277	0.3262389492
278	0.3260956636
279	0.3260127017
280	0.3259061223
281	0.3257770466
282	0.3256763736
283	0.3255450711
284	0.3254331002
285	0.3253808596
286	0.3253274631
287	0.3252385158
288	0.3251932969
289	0.325126857
290	0.3250563005
291	0.3249666887
292	0.3248286537
293	0.3246623117
294	0.3244639236
295	0.3243492126
296	0.3242232921
297	0.3241188448
298	0.3239715374
299	0.3238629403
300	0.3237736703
301	0.323623805
302	0.3235030991
303	0.3234250602
304	0.32334067
305	0.3232837316
306	0.3231979966
307	0.3230580819
308	0.3229444505
309	0.3228691781
310	0.3228088947
311	0.3226330533
312	0.3224382561
313	0.3223233062
314	0.3222525107
315	0.3221540103
316	0.3220538043
317	0.3219420119
318	0.3218074507
319	0.3216659349
320	0.3215262252
321	0.3214541602
322	0.3213578105
323	0.3212373817
324	0.3211751203
325	0.321096392
326	0.3209218802
327	0.3208362655
328	0.3207250502
329	0.3205531288
330	0.3204321081
331	0.3203196325
332	0.3202054074
333	0.3201284519
334	0.3200147691
335	0.3199652102
336	0.3198769837
337	0.3197726761
338	0.3196835945
339	0.319579321
340	0.319493872
341	0.3194005348
342	0.3193394011
343	0.3192655572
344	0.3191628117
345	0.319051775
346	0.3188925854
347	0.3188163173
348	0.3187698317
349	0.3187094638
350	0.318624916
351	0.3185502046
352	0.3184174223
353	0.3183687519
354	0.3182321055
355	0.318134364
356	0.3180020286
357	0.3179039544
358	0.3178251066
359	0.3177442089
360	0.3176667595
361	0.31760836
362	0.3175473821
363	0.3173953088
364	0.3173042331
365	0.3171604352
366	0.317055129
367	0.3169675162
368	0.3168465739
369	0.3167590551
370	0.3166401373
371	0.3165583875
372	0.3164209534
373	0.3163017898
374	0.3161587838
375	0.3160280588
376	0.3158988264
377	0.3158092778
378	0.315708523
379	0.3156199362
380	0.3155953165
381	0.3155569251
382	0.3154645292
383	0.3153401774
384	0.315235488
385	0.3151304854
386	0.3150260002
387	0.3149203243
388	0.3148237065
389	0.3147803108
390	0.3147112312
391	0.3145988836
392	0.3145349354
393	0.3144373677
394	0.3142284105
395	0.3141348589
396	0.3140656463
397	0.313958232
398	0.3138114732
399	0.3137074268
400	0.313590505
401	0.3134755165
402	0.3134026102
403	0.3133384861
404	0.3132610691
405	0.3132441362
406	0.3131633197
407	0.313083168
408	0.3129795102
409	0.3128825122
410	0.3128087221
411	0.312736373
412	0.3125554582
413	0.312414836
414	0.3123204842
415	0.3122195281
416	0.3121381065
417	0.3120609688
418	0.3120279602
419	0.3119264984
420	0.3118278562
421	0.3117647821
422	0.3116100184
423	0.3114929568
424	0.3113605475
425	0.3112619458
426	0.3111736747
427	0.3110454593
428	0.3109629641
429	0.3108720969
430	0.3108250533
431	0.3106751804
432	0.3105605315
433	0.3105075431
434	0.3104352238
435	0.3103379129
436	0.3102557943
437	0.3101800415
438	0.3099877743
439	0.3099103374
440	0.3098062502
441	0.3096327275
442	0.3095264898
443	0.3094544361
444	0.3093449941
445	0.309273459
446	0.3091729185
447	0.3091016837
448	0.3089371941
449	0.308865683
450	0.30875671
451	0.3086526273
452	0.3085024394
453	0.3083824759
454	0.3082956645
455	0.3082408251
456	0.3080593867
457	0.3079805503
458	0.3078873593
459	0.3077785342
460	0.3076722118
461	0.3076031139
462	0.307526418
463	0.3074604393
464	0.3073638932
465	0.3073011616
466	0.3072242097
467	0.3071729781
468	0.3071063427
469	0.3070087372
470	0.3069215366
471	0.306838084
472	0.3066992386
473	0.306616279
474	0.306569109
475	0.3064702854
476	0.3064365243
477	0.3063850188
478	0.3063047195
479	0.3061454123
480	0.3060736091
481	0.3060089987
482	0.3059362394
483	0.305855604
484	0.3057668432
485	0.305668441
486	0.3055816467
487	0.3054545929
488	0.3053837961
489	0.3052353093
490	0.3051505645
491	0.3050046329
492	0.304914476
493	0.3048163325
494	0.304779297
495	0.3046911246
496	0.3046326568
497	0.3045120583
498	0.3044849017
499	0.3043791208
500	0.3043038208
501	0.3041790273
502	0.3041088104
503	0.3040238334
504	0.3039596674
505	0.3038745718
506	0.3037626593
507	0.3037234196
508	0.3036403854
509	0.3036154922
510	0.3035081287
511	0.303448747
512	0.3034004045
513	0.3032563019
514	0.3031407287
515	0.3030526478
516	0.3029840738
517	0.3029213804
518	0.3028550727
519	0.302794616
520	0.3027227068
521	0.3026330731
522	0.302545218
523	0.3024604322
524	0.3023527752
525	0.3022807093
526	0.302206575
527	0.3021165229
528	0.3020389051
529	0.3019705619
530	0.3018476913
531	0.3017802322
532	0.3016040545
533	0.3015464652
534	0.3014826435
535	0.3014003016
536	0.3012986037
537	0.3012079632
538	0.3010714358
539	0.3010337089
540	0.3008969362
541	0.30074867
542	0.3006781138
543	0.3006166446
544	0.3005264672
545	0.3004357655
546	0.3003649421
547	0.3002558193
548	0.3001868856
549	0.3001209099
550	0.3000543113
551	0.3000005898
552	0.299933911
553	0.2998293682
554	0.299760531
555	0.2996299797
556	0.2995647117
557	0.2995040886
558	0.2994147735
559	0.2993798423
560	0.2992838371
561	0.2991716491
562	0.2991193568
563	0.2990350473
564	0.2990089419
565	0.298919526
566	0.2988281144
567	0.2987232441
568	0.2986220255
569	0.2985848565
570	0.2985216484
571	0.2984846611
572	0.2984132367
573	0.2982820271
574	0.2982105079
575	0.2981283679
576	0.2981127114
577	0.2980424659
578	0.2979999696
579	0.2979590793
580	0.2978208294
581	0.2977382074
582	0.2976303264
583	0.2975415911
584	0.2974652064
585	0.297412806
586	0.2973387708
587	0.2972818664
588	0.2971972492
589	0.2971116943
590	0.2969996782
591	0.2969351654
592	0.2968713179
593	0.2968214854
594	0.2967400958
595	0.2966320356
596	0.2965916486
597	0.2965239869
598	0.2964242417
599	0.2963652815
600	0.2963115387
601	0.2962627725
602	0.2961447325
603	0.2960179749
604	0.2959240809
605	0.2958551186
606	0.2958072855
607	0.2956910742
608	0.2956064319
609	0.2955256094
610	0.2954746593
611	0.2954197528
612	0.29531166
613	0.2952710909
614	0.2951961925
615	0.2951149285
616	0.2950276843
617	0.2949454118
618	0.294866552
619	0.2948317486
620	0.2947290893
621	0.294671521
622	0.2945843241
623	0.2944905375
624	0.2944231487
625	0.2943212775
626	0.294260142
627	0.2942048572
628	0.2941253988
629	0.2940350387
630	0.2939839602
631	0.2939295879
632	0.29384429
633	0.2937883917
634	0.293742843
635	0.2937096093
636	0.2936344752
637	0.2935797497
638	0.2935406964
639	0.2935026707
640	0.2934563185
641	0.2933135093
642	0.2932490919
643	0.2931260538
644	0.2930474448
645	0.2929897182
646	0.292886398
647	0.2928407961
648	0.2927348172
649	0.2926730209
650	0.2926373814
651	0.2925712824
652	0.2924971445
653	0.2923901888
654	0.2922412112
655	0.2921754049
656	0.2920702443
657	0.2919766955
658	0.2919161488
659	0.2918827705
660	0.2917617643
661	0.2916803995
662	0.2915669203
663	0.2914672682
664	0.2914118626
665	0.291352103
666	0.2912760352
667	0.2912221669
668	0.2911395625
669	0.2910633507
670	0.2909869182
671	0.2908910825
672	0.2908218597
673	0.2907723431
674	0.2906931608
675	0.2905480868
676	0.2904517424
677	0.2903764
678	0.2903308201
679	0.2902066396
680	0.290107492
681	0.2900589597
682	0.2899099986
683	0.2898526478
684	0.2897530226
685	0.2896721574
686	0.2896099066
687	0.2895319696
688	0.2894711358
689	0.2893958793
690	0.2893062465
691	0.2892012
692	0.2890971479
693	0.2889985833
694	0.2889543157
695	0.2889031482
696	0.2888367025
697	0.2887910312
698	0.2886886991
699	0.2885770443
700	0.2884912804
701	0.288454135
702	0.2883983441
703	0.2882702241
704	0.2881896806
705	0.2881112142
706	0.2880202125
707	0.2879257325
708	0.287842825
709	0.2877744826
710	0.2876653747
711	0.2876045135
712	0.287571957
713	0.2874633698
714	0.2874111214
715	0.2873286017
716	0.2872880964
717	0.2872076193
718	0.2871395053
719	0.2870632906
720	0.2869442583
721	0.2868617132
722	0.2868132245
723	0.2866851412
724	0.2866076269
725	0.2865488014
726	0.2864342876
727	0.286363422
728	0.2862903739
729	0.2862444731
730	0.2861803765
731	0.2861202652
732	0.2860877806
733	0.2860358837
734	0.2859608242
735	0.2859063553
736	0.2858516577
737	0.2857630858
738	0.2856778276
739	0.2856325018
740	0.285583325
741	0.2855520123
742	0.2854991735
743	0.2853919072
744	0.2853366065
745	0.2852366669
746	0.2851574854
747	0.2850718096
748	0.2850378571
749	0.2849189408
750	0.2848611599
751	0.2848382986
752	0.2847958265
753	0.2847376443
754	0.2846946935
755	0.2846086673
756	0.2845356188
757	0.2844980855
758	0.2844650201
759	0.2844009545
760	0.2843263347
761	0.2842778707
762	0.2841957179
763	0.284129499
764	0.2841157747
765	0.2840398855
766	0.2839971589
767	0.283909983
768	0.2838406094
769	0.2837840701
770	0.2836998297
771	0.2835958036
772	0.2835285165
773	0.2834466939
774	0.2833423235
775	0.2832756536
776	0.2831808471
777	0.2831246394
778	0.2830842134
779	0.2830184128
780	0.2829393705
781	0.2828581084
782	0.2827961995
783	0.2826665252
784	0.2826090078
785	0.2825414624
786	0.2824386139
787	0.2823872369
788	0.2823224524
789	0.2822635649
790	0.2822367441
791	0.282176578
792	0.2821073832
793	0.2820538498
794	0.2819662486
795	0.2818770442
796	0.2818468903
797	0.2817579052
798	0.2816901445
799	0.2816251223
